,Title,Runtime.x,Rating.x,Director.x,Lead.x,Votes.x,Budget,Sequel,Rounded,Action,Adventure,Comedy,Drama,War,Music,Animation,History,Horror,Mystery,Thriller,Fantasy,Biography,Crime,Sci.Fi,Family,Sport,Romance,Western,Musical
962,Lilo & Stitch,85,7.3,Dean DeBlois,Daveigh Chase,"195,506",80000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
963,Godzilla: King of the Monsters,132,6,Michael Dougherty,Kyle Chandler,"186,853",170000000,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
964,Ava,96,5.4,Tate Taylor,Jessica Chastain,"57,907",NA,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
965,Things Heard & Seen,121,5.3,Shari Springer Berman,Amanda Seyfried,"32,740",NA,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
966,Spy Kids,88,5.6,Robert Rodriguez,Alexa PenaVega,"120,146",35000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
967,Savages,131,6.4,Oliver Stone,Aaron Taylor-Johnson,"131,620",45000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
968,A Cure for Wellness,146,6.4,Gore Verbinski,Dane DeHaan,"101,873",40000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
969,Sunshine,107,7.2,Danny Boyle,Cillian Murphy,"254,184",40000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
970,The Family,111,6.3,Luc Besson,Robert De Niro,"118,525",30000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
971,Wrong Turn,109,5.5,Mike P. Nelson,Charlotte Vega,"32,492",NA,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
972,Soft & Quiet,91,6.3,Beth de Araújo,Stefanie Estes,"3,283",NA,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
973,Million Dollar Baby,132,8.1,Clint Eastwood,Hilary Swank,"693,009",30000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
974,Escape Room,99,6.4,Adam Robitel,Taylor Russell,"126,561",9000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
975,Bhediya,156,7.3,Amar Kaushik,Varun Dhawan,"14,500",NA,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
976,The Mummy: Tomb of the Dragon Emperor,112,5.2,Rob Cohen,Brendan Fraser,"163,933",145000000,1,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
977,Clerks III,100,6.3,Kevin Smith,Brian O'Halloran,"11,777",7000000,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
978,42,128,7.5,Brian Helgeland,Chadwick Boseman,"97,301",40000000,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
979,Spider-Man 3,139,6.3,Sam Raimi,Tobey Maguire,"599,005",250000000,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
980,The Hurt Locker,131,7.5,Kathryn Bigelow,Jeremy Renner,"456,773",15000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
981,Boiling Point,92,7.5,Philip Barantini,Stephen Graham,"30,753",NA,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
982,Red Dragon,124,7.2,Brett Ratner,Anthony Hopkins,"277,929",78000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
983,Downsizing,135,5.8,Alexander Payne,Matt Damon,"113,830",68000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
984,Thor: The Dark World,112,6.8,Alan Taylor,Chris Hemsworth,"690,797",150000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
985,"tick, tick... BOOM!",120,7.5,Lin-Manuel Miranda,Andrew Garfield,"108,998",55000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
986,The Kid Detective,100,7,Evan Morgan,Kaitlyn Chalmers-Rizzato,"19,999",3000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
987,The Dead Don't Die,104,5.4,Jim Jarmusch,Bill Murray,"80,690",2500000,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
988,Below Her Mouth,94,5.5,April Mullen,Erika Linder,"13,050",NA,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
989,Shrek the Third,93,6.1,Chris Miller,Mike Myers,"313,739",160000000,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
990,Incredibles 2,118,7.6,Brad Bird,Craig T. Nelson,"303,061",200000000,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
991,My Big Fat Greek Wedding,95,6.6,Joel Zwick,Nia Vardalos,"135,013",5000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
992,Upgrade,100,7.5,Leigh Whannell,Logan Marshall-Green,"189,674",3000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
993,Haunt,92,6.3,Scott Beck,Katie Stevens,"30,974",5000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
994,Hitman's Wife's Bodyguard,100,6.1,Patrick Hughes,Ryan Reynolds,"96,399",70000000,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
995,Sex Tape,94,5.1,Jake Kasdan,Jason Segel,"114,196",40000000,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
996,Hostiles,134,7.2,Scott Cooper,Scott Shepherd,"88,206",39000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
997,The Neon Demon,117,6.1,Nicolas Winding Refn,Elle Fanning,"98,127",7000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
998,In the Shadow of the Moon,115,6.2,Jim Mickle,Boyd Holbrook,"55,090",2000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
999,Black Snake Moan,116,6.9,Craig Brewer,Christina Ricci,"64,722",15000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000,Sonic the Hedgehog,99,6.5,Jeff Fowler,Ben Schwartz,"143,291",90000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
